entity_id,name,role,email,department,student_id,staff_id,card_id,device_hash,face_id
E100770,Karan Mehta,faculty,user1377@campus.edu,CIVIL,S43043,T4964,C3386,DHd46c0c0a32f0,F104028
E104304,Neha Patel,staff,user4143@campus.edu,CSE,S14081,T9975,C3635,DH2dcb99f074ff,F102743
E101847,Siddharth Iyer,staff,user6040@campus.edu,MECH,S77330,T9011,C4464,DHf8967d6b5053,F102011
E104666,Rohan Iyer,staff,user3079@campus.edu,CSE,S39683,T7696,C9761,DHccc1dfe3e403,F101201
E106079,Neha Gupta,faculty,user3551@campus.edu,CSE,S24246,T7592,C5563,DH8afb21d54bd4,F102564
E103385,Karan Desai,faculty,user3643@campus.edu,Maths,S93735,T8515,C3627,DH1c1880ff60da,F101951
E105362,Priya Sharma,faculty,user6588@campus.edu,BIO,S80798,T8989,C9512,DH2c305cc56770,F104992
E106761,Siddharth Malhotra,student,user3145@campus.edu,Maths,S67011,T4797,C3169,DH28e32403976d,F100389
E101145,Karan Mehta,faculty,user4127@campus.edu,BIO,S99754,T3943,C3655,DH729144e45a49,F102193
E102808,Priya Rao,staff,user1217@campus.edu,Admin,S80232,T7850,C1652,DH449d1dd0aac3,F101100
E106234,Priya Desai,faculty,user6073@campus.edu,BIO,S53152,T5538,C9671,DH85434d9a4697,F103409
E100708,Rohan Patel,staff,user3952@campus.edu,CIVIL,S35652,T2861,C9834,DH566f20bb5e10,F103026
E103047,Karan Rao,staff,user1312@campus.edu,MECH,S41630,T3939,C6745,DH36eb029801a0,F103810
E103107,Rohan Iyer,student,user3989@campus.edu,BIO,S26254,T9595,C9437,DH7ac4acadd83c,F104891
E106527,Ananya Mehta,staff,user3323@campus.edu,CIVIL,S98112,T4460,C5947,DH42e60742f7d5,F102546
E103045,Siddharth Kumar,faculty,user2544@campus.edu,Maths,S62423,T9398,C5002,DHb4e7fa867dfc,F104077
E100318,Sana Singh,student,user4104@campus.edu,CSE,S39661,T2642,C1638,DH47619ac141e5,F100503
E106324,Siddharth Patel,faculty,user1735@campus.edu,Chemistry,S60984,T5609,C9869,DHd46c0c0a32f0,F103610
E100530,Karan Sharma,student,user4401@campus.edu,CSE,S77000,T9340,C5207,DHe4edd04c4928,F103518
E104282,Priya Kumar,student,user5889@campus.edu,ECE,S53063,T4512,C9818,DH8d33b9da941a,F102397
E102524,Siddharth Singh,student,user6202@campus.edu,MECH,S56361,T4834,C2402,DHa2ed3ad4319a,F102537
E104668,Ishaan Patel,faculty,user1764@campus.edu,Chemistry,S17679,T9323,C8134,DH2c305cc56770,F102343
E105238,Siddharth Kumar,student,user3868@campus.edu,Maths,S17822,T7661,C2812,DHa828df1b9bc6,F102688
E103143,Siddharth Malhotra,faculty,user1143@campus.edu,CIVIL,S33891,T5564,C8433,DH89507a69d48a,F100648
E105654,Sana Iyer,faculty,user3684@campus.edu,CSE,S59431,T7100,C4428,DH268e12a9a0d5,F104835
E102196,Ananya Iyer,student,user5151@campus.edu,Admin,S88091,T5758,C6248,DH620d2e06ec57,F104076
E100209,Karan Patel,faculty,user838@campus.edu,Chemistry,S33276,T4448,C9677,DH75fca538b56a,F101708
E106769,Neha Desai,staff,user5711@campus.edu,CIVIL,S75008,T2401,C4621,DH7be9be0fb1f5,F103823
E103462,Rohan Rao,faculty,user6377@campus.edu,EEE,S77329,T6249,C3255,DH6bf32c29ad7d,F104392
E106697,Priya Kumar,student,user5301@campus.edu,Physics,S82140,T3044,C9960,DH3a527daf2c8b,F103637
E102976,Siddharth Sharma,staff,user1846@campus.edu,Maths,S94051,T9510,C7671,DH0f16a7b12220,F104535
E104292,Priya Sharma,staff,user5216@campus.edu,Chemistry,S37389,T6415,C5562,DH1a22f58efb36,F103578
E101276,Divya Kumar,student,user2782@campus.edu,ECE,S95688,T8540,C9459,DHe81773e16955,F102026
E104735,Rohan Desai,faculty,user5359@campus.edu,MECH,S93735,T2038,C3484,DH011113e50ae2,F101572
E104543,Ananya Kumar,student,user1194@campus.edu,CSE,S41751,T4661,C7852,DH831216173aff,F102577
E106802,Priya Gupta,staff,user2108@campus.edu,EEE,S33331,T4786,C6061,DHf491d1dcb25e,F102198
E103296,Ananya Desai,faculty,user5797@campus.edu,CSE,S69250,T5696,C5847,DH0fe5488f2fe6,F103177
E105806,Sana Desai,student,user6513@campus.edu,MECH,S27070,T7233,C9834,DHd3cfb80b7012,F103009
E101381,Siddharth Desai,staff,user2089@campus.edu,ECE,S18395,T6377,C6964,DHd4e0415b8936,F104595
E101871,Ananya Kumar,student,user2752@campus.edu,BIO,S51120,T2242,C9399,DHeee9e724fe3f,F100476
E103817,Ishaan Malhotra,student,user1146@campus.edu,CSE,S60457,T2629,C3509,DH5a3c31dbc3a2,F104695
E105323,Ananya Singh,staff,user1900@campus.edu,CIVIL,S83722,T6553,C1557,DH14233dd98c28,F101215
E100624,Neha Malhotra,student,user1767@campus.edu,Admin,S21415,T3739,C7496,DH06921aee319e,F104431
E104808,Karan Rao,student,user3535@campus.edu,CIVIL,S97894,T6665,C3316,DHf64c2be6b30d,F104772
E104615,Siddharth Sharma,staff,user4965@campus.edu,Admin,S26334,T6110,C2668,DH8e57b3225d9c,F104145
E100064,Rohan Iyer,student,user557@campus.edu,Physics,S51649,T9834,C3520,DH220e5fb26b67,F100351
E101567,Ishaan Sharma,staff,user6027@campus.edu,CSE,S89254,T3044,C1090,DH7e6b1be1db71,F101914
E102286,Neha Malhotra,staff,user184@campus.edu,BIO,S36362,T4305,C8668,DH765832263918,F100996
E104576,Divya Gupta,staff,user3831@campus.edu,Maths,S82682,T7429,C8860,DH6d9f9b2fa4a2,F102293
E105252,Ananya Sharma,staff,user4534@campus.edu,Physics,S67091,T5163,C9540,DHa46cc675ce18,F101302
E102881,Aarav Singh,student,user1995@campus.edu,Physics,S96570,T6094,C2794,DH9bd9641110ed,F101103
E103156,Rohan Sharma,student,user1028@campus.edu,Admin,S41941,T2779,C9289,DH3140e57a1325,F100568
E101867,Siddharth Gupta,student,user997@campus.edu,MECH,S54778,T4710,C9633,DH5178f0cc9e81,F103641
E105858,Ishaan Rao,faculty,user6283@campus.edu,EEE,S82829,T9711,C8208,DH266ea279a845,F104585
E104749,Rohan Kumar,student,user3437@campus.edu,MECH,S15383,T8859,C6082,DHf1c171f251e6,F104220
E100225,Priya Iyer,student,user3311@campus.edu,Admin,S36830,T4527,C3361,DH0309f85c884c,F102772
E104983,Aarav Singh,staff,user6349@campus.edu,ECE,S36116,T8121,C1049,DH9d823ce339fe,F104032
E100929,Siddharth Rao,student,user984@campus.edu,BIO,S56421,T5803,C3130,DH6c53d3036583,F103959
E102637,Neha Desai,student,user1525@campus.edu,MECH,S86833,T9461,C3590,DH3d0fb57f9ed6,F100884
E106942,Ishaan Patel,student,user3633@campus.edu,Admin,S12293,T4923,C5198,DHd93e5536fa8d,F101404
E105716,Priya Rao,faculty,user6897@campus.edu,Physics,S19064,T8129,C6930,DH3082c8c5ac44,F101835
E100822,Karan Rao,faculty,user98@campus.edu,BIO,S84705,T2302,C4556,DH3a6eab41a029,F100024
E104737,Neha Kumar,faculty,user6631@campus.edu,Physics,S34004,T8127,C7351,DHcf779209bbef,F101830
E100816,Divya Singh,student,user2662@campus.edu,ECE,S38208,T2462,C5216,DHa828df1b9bc6,F102849
E106998,Karan Gupta,staff,user5828@campus.edu,Chemistry,S39157,T6516,C5795,DH86a36681cfcd,F101277
E101527,Rohan Gupta,faculty,user509@campus.edu,Admin,S25147,T7007,C4058,DH4b9a6bfa8e8f,F102697
E106944,Aarav Patel,student,user1538@campus.edu,Maths,S39333,T5228,C3803,DH17d9f01d2968,F100211
E103699,Ishaan Iyer,faculty,user6136@campus.edu,CIVIL,S13346,T9644,C9824,DH6196380eeecb,F100981
E104463,Neha Singh,staff,user5383@campus.edu,Chemistry,S84538,T7327,C7497,DH85429df5da4e,F102144
E100870,Ishaan Rao,staff,user3212@campus.edu,CIVIL,S72743,T3769,C7601,DH8deaa834cdab,F103921
E100465,Ishaan Gupta,faculty,user3603@campus.edu,Physics,S98172,T9661,C1103,DH8621bc5acc38,F101004
E105013,Ishaan Rao,student,user5871@campus.edu,Admin,S58029,T5696,C1278,DH8cb4e6cbfa88,F104607
E100452,Rohan Kumar,student,user4632@campus.edu,Admin,S86508,T3647,C8518,DHeea3f8b267e5,F101471
E106731,Neha Mehta,student,user1967@campus.edu,Chemistry,S56810,T4834,C1444,DH45a413d9457d,F100482
E100973,Divya Mehta,student,user5133@campus.edu,BIO,S85707,T6986,C6918,DH29cbf137dd66,F101413
E106454,Ananya Rao,student,user5104@campus.edu,MECH,S33755,T2462,C9307,DH0ff2cbe12e55,F102876
E106543,Aarav Gupta,student,user4461@campus.edu,Chemistry,S45705,T8850,C6950,DH40e1bb82dcda,F101955
E105671,Ananya Singh,student,user3233@campus.edu,BIO,S88423,T7623,C2206,DH8c0f7f5fb521,F103030
E105849,Karan Singh,faculty,user4562@campus.edu,ECE,S52538,T9259,C8708,DH4a9715f03adf,F103403
E100207,Divya Mehta,staff,user3365@campus.edu,Chemistry,S12660,T8886,C4163,DHf7fb8c8376cb,F103081
E105717,Ishaan Desai,faculty,user6479@campus.edu,BIO,S13387,T8155,C7593,DH61b6b9d887db,F100267
E103053,Neha Sharma,faculty,user3869@campus.edu,EEE,S89503,T2975,C7639,DH13368acf111a,F100146
E101526,Divya Desai,faculty,user6602@campus.edu,EEE,S47819,T3438,C1534,DH9ee5e447495e,F100729
E106093,Rohan Rao,staff,user4579@campus.edu,CSE,S43330,T7303,C8938,DHc5349bcc30df,F100986
E105478,Divya Mehta,staff,user3900@campus.edu,ECE,S88410,T7404,C9306,DHc3e0f7689ac0,F100667
E105381,Siddharth Mehta,faculty,user5920@campus.edu,CIVIL,S12172,T7478,C4580,DHc30a007eb58b,F104362
E103922,Neha Mehta,staff,user5653@campus.edu,CIVIL,S37606,T4612,C7476,DH825791aa7c84,F101365
E106327,Priya Malhotra,staff,user6033@campus.edu,CSE,S21565,T7007,C1695,DHd38f5a70a2fc,F100920
E100305,Aarav Iyer,student,user155@campus.edu,CIVIL,S63346,T7671,C8414,DH453639f2872f,F100295
E104526,Siddharth Singh,faculty,user5750@campus.edu,EEE,S58717,T3143,C1293,DHb91b0495f7ad,F102749
E101520,Neha Singh,staff,user2216@campus.edu,MECH,S36982,T2937,C2410,DH38d645050ea4,F100347
E103566,Priya Malhotra,student,user108@campus.edu,Chemistry,S26254,T5423,C6951,DH78cdd4200f9c,F103905
E105767,Siddharth Sharma,staff,user3981@campus.edu,Admin,S76556,T8421,C3870,DHf83c6068b114,F100518
E104943,Siddharth Malhotra,staff,user5940@campus.edu,Chemistry,S90599,T7279,C9502,DH132ace3cdaa9,F104876
E100069,Sana Gupta,faculty,user6201@campus.edu,Admin,S50193,T8058,C7982,DH967ec3dd6670,F104835
E104364,Neha Iyer,student,user2866@campus.edu,EEE,S67400,T5557,C4821,DHe46b169c5f99,F104370
E105540,Karan Rao,faculty,user274@campus.edu,CSE,S13836,T3741,C3257,DHa679bc7be2b4,F103335
E100720,Ishaan Sharma,student,user5883@campus.edu,Admin,S39494,T9217,C8372,DH39bf01e0ffcc,F103379
E103377,Rohan Rao,student,user4840@campus.edu,Admin,S32216,T7059,C5001,DH5b0afbd786d1,F100350
E104446,Divya Rao,staff,user1592@campus.edu,BIO,S50318,T4279,C8554,DHb6aa6c7ef37b,F102321
E102446,Aarav Sharma,staff,user325@campus.edu,MECH,S98716,T8020,C6762,DHfbea5e423109,F101621
E106561,Divya Sharma,faculty,user6375@campus.edu,Physics,S77543,T7560,C4726,DHb8c543117d95,F103473
E101457,Rohan Rao,faculty,user902@campus.edu,Chemistry,S65013,T8518,C6742,DH195b748793dc,F101038
E100625,Siddharth Malhotra,staff,user3869@campus.edu,EEE,S94949,T7925,C9814,DHb681272afbb3,F102991
E105385,Siddharth Malhotra,student,user6763@campus.edu,CIVIL,S60794,T6205,C9887,DHe271dd81661b,F101142
E100576,Divya Patel,faculty,user6671@campus.edu,CSE,S72983,T9041,C1486,DH2053f9d0836a,F103670
E101974,Sana Iyer,faculty,user1887@campus.edu,Admin,S45038,T6013,C3322,DH0227fed42354,F101417
E102381,Divya Mehta,faculty,user1524@campus.edu,CIVIL,S89348,T7525,C7256,DH7e6599250985,F104167
E101838,Rohan Singh,faculty,user1314@campus.edu,Physics,S80571,T3649,C8708,DHb4ee58ce5b4e,F104391
E100216,Neha Malhotra,staff,user1229@campus.edu,Admin,S66736,T7989,C1399,DH17d9f01d2968,F102158
E103795,Ishaan Malhotra,staff,user3250@campus.edu,MECH,S36437,T6715,C5437,DH8fe4ed19091b,F104901
E105852,Neha Gupta,staff,user1675@campus.edu,CIVIL,S72163,T5776,C9750,DH855c2c7fea17,F103879
E103418,Karan Malhotra,student,user3995@campus.edu,MECH,S10909,T7100,C8896,DH7b28bc029ab8,F104912
E102730,Ishaan Rao,staff,user511@campus.edu,ECE,S27647,T4293,C9823,DH378a6f1ee8b8,F100460
E100692,Rohan Iyer,staff,user5660@campus.edu,MECH,S41744,T7628,C8189,DHba6cc241c917,F102070
E100694,Ananya Rao,student,user4337@campus.edu,CSE,S46996,T5181,C9956,DH4d502cd1d6a3,F102568
E102389,Ishaan Patel,staff,user2062@campus.edu,Physics,S13918,T6094,C5461,DHca0ebab21892,F102451
E101603,Aarav Rao,student,user2971@campus.edu,Physics,S23626,T5303,C4538,DH198201ef248b,F100221
E100081,Karan Iyer,faculty,user4404@campus.edu,Physics,S60122,T5303,C2922,DH92c862c5ab7e,F104091
E103909,Karan Singh,student,user2627@campus.edu,EEE,S84500,T8743,C8370,DH7e0eb2453072,F102626
E101259,Siddharth Mehta,student,user4151@campus.edu,Maths,S22480,T4167,C1253,DHcfc7635e8c65,F103538
E102133,Neha Rao,faculty,user2332@campus.edu,CIVIL,S63194,T8816,C1347,DH9f19b27cc921,F104313
E105985,Aarav Sharma,staff,user2700@campus.edu,BIO,S96438,T9231,C8125,DH0555c93f6f31,F100310
E100445,Ananya Iyer,faculty,user6336@campus.edu,Admin,S80456,T7134,C4654,DHfa5015db4a6a,F102056
E101807,Ananya Patel,student,user2266@campus.edu,Physics,S27797,T6101,C6684,DH5c0e170f6b45,F102310
E103858,Ananya Rao,staff,user3561@campus.edu,Maths,S21108,T8446,C9861,DH166fa9156203,F102054
E100663,Neha Sharma,faculty,user5889@campus.edu,Physics,S16269,T6619,C5223,DHb19bed1855d4,F102889
E106050,Divya Rao,student,user301@campus.edu,ECE,S34863,T7132,C5738,DHa8b65653d212,F102637
E102930,Aarav Sharma,student,user3355@campus.edu,EEE,S31146,T2597,C6937,DHe1393d8096ae,F101089
E101303,Ishaan Sharma,staff,user1370@campus.edu,CSE,S46936,T9046,C6278,DH91d2d1c7d891,F103124
E102633,Rohan Sharma,faculty,user4304@campus.edu,EEE,S59024,T8518,C8240,DH5f95946c9784,F103711
E104571,Rohan Kumar,faculty,user4976@campus.edu,CSE,S40115,T9859,C2852,DH310c99d7dc25,F101125
E105129,Sana Gupta,staff,user5700@campus.edu,Physics,S14769,T5521,C5116,DH0a51017e4320,F104255
E106384,Karan Sharma,staff,user2787@campus.edu,CIVIL,S22160,T2803,C8698,DH5fc92c263a5c,F100163
E102977,Ananya Rao,staff,user4490@campus.edu,EEE,S81301,T6282,C9988,DH3aa481a79e6f,F102409
E102820,Karan Malhotra,staff,user2066@campus.edu,ECE,S47871,T7257,C5020,DH818101ddff4a,F100628
E100242,Priya Sharma,student,user4953@campus.edu,Chemistry,S19158,T3097,C3961,DHb353ca84029b,F103518
E102616,Divya Iyer,student,user4644@campus.edu,MECH,S37111,T7788,C9172,DH9ea6f15fe710,F100311
E100561,Priya Gupta,student,user6858@campus.edu,Chemistry,S52391,T8261,C2878,DHc5a667f9f811,F104842
E100880,Sana Gupta,student,user962@campus.edu,ECE,S14635,T4213,C2655,DH9060f4443640,F103030
E105053,Ananya Kumar,staff,user4883@campus.edu,Maths,S95765,T8358,C5437,DH861e9d06ac9e,F104233
E105483,Divya Gupta,faculty,user5258@campus.edu,CIVIL,S44832,T9738,C3440,DH6808a42d4bda,F103217
E105941,Sana Malhotra,staff,user4493@campus.edu,CSE,S88656,T4496,C3476,DH7d8bbfce27f6,F100425
E106110,Aarav Rao,student,user5761@campus.edu,Admin,S16103,T9281,C4842,DH6c53d3036583,F101229
E106824,Aarav Rao,student,user5902@campus.edu,Maths,S48449,T6140,C8401,DH22e5f3cd8089,F103470
E104588,Aarav Malhotra,student,user2397@campus.edu,CSE,S77271,T2684,C1100,DH36874b85c47a,F102259
E100856,Ananya Iyer,faculty,user5216@campus.edu,BIO,S21450,T2094,C8109,DH79b30763cb99,F102669
E104371,Aarav Kumar,faculty,user6457@campus.edu,Chemistry,S12995,T8987,C2168,DH2f9c684c1ff6,F104826
E101054,Siddharth Malhotra,faculty,user3628@campus.edu,Physics,S69448,T8210,C7513,DHd1221200aaff,F100730
E104952,Aarav Malhotra,staff,user2427@campus.edu,Maths,S65376,T8106,C5294,DHce4456594ac2,F101490
E105097,Sana Singh,staff,user1560@campus.edu,ECE,S35676,T8155,C9564,DHfd3fdbadad7a,F104872
E103404,Neha Malhotra,faculty,user3057@campus.edu,EEE,S65683,T4798,C2428,DH91699a3c4bdf,F104183
E106222,Ishaan Gupta,staff,user5831@campus.edu,MECH,S18088,T7618,C7126,DHf81115b9c3c5,F103213
E104023,Ananya Rao,student,user4010@campus.edu,CSE,S72650,T6563,C2668,DH6e161ac95236,F104447
E105537,Siddharth Singh,staff,user429@campus.edu,MECH,S80571,T9975,C9245,DH7ed8ce5b4429,F100933
E106151,Rohan Rao,staff,user3126@campus.edu,Chemistry,S46181,T8385,C3501,DHb17e01781969,F100902
E102794,Rohan Gupta,faculty,user349@campus.edu,CIVIL,S54951,T8515,C3472,DHf51fe981e36b,F100197
E100644,Neha Gupta,staff,user814@campus.edu,CIVIL,S85926,T4196,C1715,DH07a0a1e68182,F104708
E105741,Divya Sharma,staff,user5411@campus.edu,ECE,S65765,T2694,C7511,DH3f5624efb3b5,F101958
E100069,Ananya Kumar,faculty,user4975@campus.edu,EEE,S68769,T3395,C9344,DHe86e63e34252,F102917
E106636,Ishaan Malhotra,staff,user4725@campus.edu,Physics,S23616,T3495,C5291,DH0e3dcac63e29,F101310
E102819,Ananya Rao,staff,user4260@campus.edu,BIO,S10963,T9528,C7508,DH222b94fdcd41,F103052
E102614,Divya Mehta,staff,user3903@campus.edu,Admin,S48801,T2253,C8804,DH28b08766ad25,F100129
E100265,Rohan Singh,faculty,user6959@campus.edu,CIVIL,S69183,T9628,C5774,DH137bb195d3e1,F101046
E104564,Ishaan Sharma,staff,user4962@campus.edu,Maths,S33007,T9681,C8917,DHc00f9f87cc59,F104821
E101258,Neha Mehta,student,user1505@campus.edu,CSE,S65376,T3477,C5434,DH1678d2f0566e,F100095
E101847,Siddharth Desai,faculty,user3777@campus.edu,Chemistry,S60645,T3698,C5474,DH3520e9cd0bc0,F104793
E106799,Sana Kumar,faculty,user4647@campus.edu,CSE,S22006,T5355,C4792,DHadf946d0b6e1,F102257
E101473,Priya Iyer,staff,user4327@campus.edu,Chemistry,S36678,T2655,C6400,DH2ebd572ddfd2,F103063
E100360,Aarav Patel,staff,user4871@campus.edu,CSE,S51853,T6684,C2200,DH83ab01b4f883,F104981
E105296,Neha Rao,student,user3849@campus.edu,ECE,S10011,T2395,C9315,DHa817b5072bbb,F102440
E106898,Aarav Patel,staff,user4470@campus.edu,Maths,S44582,T2286,C8881,DHf629554af407,F104656
E102449,Sana Iyer,staff,user5098@campus.edu,BIO,S54766,T6945,C8348,DH1e497577b2fe,F104019
E100376,Divya Sharma,faculty,user4901@campus.edu,MECH,S70018,T2492,C3923,DH0c67b8a173ac,F102023
E104468,Neha Iyer,student,user1131@campus.edu,Maths,S46287,T3034,C4085,DHba196423b48b,F104524
E101747,Karan Malhotra,faculty,user4396@campus.edu,BIO,S68257,T4041,C3735,DHa1836cba71c0,F100113
E100953,Neha Singh,staff,user5341@campus.edu,ECE,S57423,T3719,C5137,DHb02800eb71f0,F104341
E101926,Priya Gupta,faculty,user3588@campus.edu,Physics,S97285,T5205,C3177,DHf85a527b45b0,F100882
E100722,Priya Singh,staff,user5685@campus.edu,Chemistry,S12043,T5696,C6612,DH41411839cd02,F104503
E102202,Sana Patel,faculty,user3565@campus.edu,MECH,S68518,T2334,C1831,DHee24801cabc1,F103039
E100099,Priya Malhotra,staff,user1048@campus.edu,Chemistry,S30635,T9894,C5325,DH2ebd572ddfd2,F100242
E106448,Ishaan Desai,faculty,user6424@campus.edu,Physics,S60666,T8689,C2416,DHd0432c91b3f4,F100567
E106805,Aarav Gupta,faculty,user605@campus.edu,MECH,S78390,T4512,C1455,DH79b3f803e2e1,F103720
E100899,Ishaan Rao,staff,user6515@campus.edu,CSE,S37549,T6910,C5207,DHcaefbd8d02fb,F102775
E105450,Neha Gupta,staff,user1005@campus.edu,MECH,S48985,T3739,C7369,DHac77487de7d7,F101165
E101855,Ishaan Kumar,staff,user4675@campus.edu,CIVIL,S55040,T4993,C7253,DHe692aa4f9d31,F101193
E102705,Sana Desai,faculty,user4763@campus.edu,ECE,S43196,T9639,C9741,DH0c4b39364287,F104723
E103436,Priya Kumar,faculty,user1713@campus.edu,CIVIL,S75937,T6690,C2267,DHba0463e30879,F100379
E100776,Divya Kumar,faculty,user2920@campus.edu,BIO,S85214,T8525,C3463,DH82cc9dbe0112,F102080
E102035,Neha Iyer,student,user3072@campus.edu,Admin,S64563,T3502,C5477,DH91d335322b5e,F104090
E105806,Neha Patel,staff,user169@campus.edu,CSE,S99192,T3577,C9961,DHfa8c9c8aaaf9,F100186
E100559,Sana Rao,faculty,user5071@campus.edu,Chemistry,S18034,T8385,C4735,DH11b2cdf9a08d,F104331
E105528,Siddharth Desai,student,user5739@campus.edu,Physics,S10716,T6797,C5992,DH98d3343f3a3a,F100721
E103577,Aarav Malhotra,student,user6896@campus.edu,Maths,S35223,T8204,C1945,DH492f20588a6f,F103213
E103888,Sana Iyer,student,user6726@campus.edu,CIVIL,S20522,T3190,C9225,DH4be84e18bf85,F100124
E105646,Siddharth Kumar,student,user2777@campus.edu,ECE,S35221,T2098,C3388,DH6ec8ec029748,F102970
E106728,Karan Desai,staff,user4958@campus.edu,CSE,S42770,T4471,C9426,DHa6fcdbdeeee8,F103128
E106844,Divya Singh,faculty,user6815@campus.edu,Maths,S27121,T5649,C3259,DH4dbdb357207b,F104700
E100167,Siddharth Sharma,student,user5173@campus.edu,CIVIL,S36260,T3219,C3751,DHc04cc0de3764,F104543
E106506,Ishaan Gupta,student,user1621@campus.edu,Physics,S22972,T8566,C2893,DH1b0c7eee91e2,F104222
E104133,Aarav Patel,faculty,user4531@campus.edu,CIVIL,S55964,T4305,C7020,DH9bdb61bb45b3,F102224
E106822,Ananya Malhotra,faculty,user5873@campus.edu,CIVIL,S65273,T6275,C4173,DHadf946d0b6e1,F104531
E102455,Aarav Mehta,faculty,user3730@campus.edu,EEE,S30390,T2311,C7223,DHd5030221fdc0,F104343
E104969,Aarav Patel,student,user382@campus.edu,BIO,S13763,T3162,C6152,DH9d823ce339fe,F103598
E101568,Siddharth Sharma,staff,user6635@campus.edu,CIVIL,S59971,T5117,C8518,DH147fb94be941,F102412
E103437,Rohan Mehta,student,user4327@campus.edu,Maths,S61202,T2629,C5425,DHf4ae3d22be1a,F102228
E106978,Ishaan Rao,faculty,user5273@campus.edu,EEE,S40330,T9947,C8856,DH64c11c813fbf,F100632
E106166,Karan Malhotra,staff,user3778@campus.edu,Physics,S19777,T2779,C7181,DHb798edaa4ae4,F100470
E106934,Neha Mehta,staff,user2378@campus.edu,EEE,S91456,T3032,C3086,DHdebb797fa969,F103265
E100885,Priya Kumar,faculty,user5850@campus.edu,Physics,S28202,T7389,C5177,DH20b455709e2a,F100380
E103132,Karan Patel,staff,user2116@campus.edu,Chemistry,S26653,T5569,C3440,DHbd9b283c1cf6,F103421
E103869,Sana Patel,student,user2033@campus.edu,ECE,S39157,T3592,C5822,DHb364ee3e1433,F100399
E103772,Neha Rao,student,user3209@campus.edu,Maths,S18442,T9902,C1346,DH344764c12aa3,F103587
E102901,Siddharth Patel,student,user4209@campus.edu,BIO,S82465,T9270,C4981,DHc5bffa2774e2,F100718
E103356,Rohan Kumar,faculty,user4493@campus.edu,Chemistry,S85265,T4869,C2410,DH6e9264814669,F101024
E104586,Siddharth Mehta,student,user2923@campus.edu,CIVIL,S58662,T2958,C7302,DH652d06ed0c73,F103557
E102989,Karan Malhotra,staff,user3104@campus.edu,Physics,S57622,T2913,C7855,DH28b14c17edb6,F102079
E106275,Rohan Iyer,faculty,user2208@campus.edu,CSE,S16967,T5649,C3818,DH51c9a8e4db09,F103594
E105617,Ishaan Mehta,faculty,user6000@campus.edu,ECE,S58754,T9149,C3176,DH3570320d5fd5,F100203
E102516,Siddharth Singh,staff,user4790@campus.edu,CIVIL,S61202,T2501,C6074,DH7e1fdae3aa85,F104228
E100468,Sana Mehta,student,user1134@campus.edu,BIO,S39697,T4620,C4185,DH9bd89e28d21b,F104306
E105433,Divya Patel,student,user6426@campus.edu,Chemistry,S41477,T6830,C5754,DHb31ce98b61c0,F102090
E106029,Divya Patel,faculty,user6808@campus.edu,MECH,S27049,T8023,C5346,DH3b90632afa2e,F102834
E102412,Sana Singh,student,user6732@campus.edu,Admin,S13809,T2897,C6814,DHcec97fb129cb,F101494
E103600,Neha Iyer,faculty,user5329@campus.edu,BIO,S29490,T5511,C1773,DHc1d1064e84fb,F104584
E105421,Rohan Singh,faculty,user2641@campus.edu,BIO,S98369,T7129,C1116,DH90d36ce7f8a8,F103182
E101433,Priya Desai,staff,user227@campus.edu,Chemistry,S72190,T3247,C1107,DHb7faf36a23fd,F102503
E104811,Sana Desai,faculty,user3136@campus.edu,Physics,S13777,T8291,C7181,DH10b49e37bbe1,F102261
E100096,Priya Iyer,student,user188@campus.edu,ECE,S97783,T7066,C4318,DHdadd55db04c8,F103427
E105630,Divya Sharma,faculty,user2180@campus.edu,CIVIL,S86157,T6898,C6698,DHbc31139da418,F102207
E101189,Rohan Gupta,faculty,user3508@campus.edu,ECE,S10971,T6676,C6341,DH95d718541bb4,F104998
E102931,Siddharth Sharma,staff,user5247@campus.edu,Admin,S35832,T3913,C5232,DHbd13cd00049f,F102367
E101649,Rohan Rao,student,user4560@campus.edu,CSE,S75970,T2302,C3436,DH61fbaba21475,F104374
E105217,Divya Kumar,faculty,user4394@campus.edu,Physics,S78070,T9876,C3690,DH1df9c251f34c,F100124
E102768,Aarav Iyer,faculty,user4459@campus.edu,BIO,S36260,T7609,C8560,DHb8e3379a5a98,F103468
E106041,Rohan Malhotra,faculty,user1718@campus.edu,ECE,S27373,T2861,C3475,DH201675074839,F100401
E102954,Karan Gupta,staff,user5963@campus.edu,CIVIL,S20109,T4084,C7917,DH51aa33a20eb1,F100130
E104056,Priya Rao,faculty,user556@campus.edu,MECH,S87396,T3625,C7937,DH46f8ee85cce0,F100417
E103509,Sana Singh,student,user1351@campus.edu,CIVIL,S86927,T2417,C8662,DH0fd1470fe6a9,F103655
E102154,Rohan Desai,faculty,user2305@campus.edu,MECH,S39479,T7636,C2149,DH95d3c57dd4fc,F102860
E100831,Aarav Malhotra,student,user6284@campus.edu,Maths,S91232,T2597,C9077,DH9de73637f077,F102226
E102841,Divya Gupta,staff,user353@campus.edu,Admin,S83227,T7119,C1697,DHd11eb8611ce4,F104711
E105125,Ananya Patel,student,user1762@campus.edu,CSE,S45884,T6322,C4219,DHbef29416e8c2,F103387
E104637,Rohan Singh,faculty,user6217@campus.edu,CSE,S40988,T6415,C7779,DHa82fcbc86ff3,F104216
